room_price,district,number_of_bedrooms,number_of_beds,number_of_individual_bathrooms,number_of_shared_bathrooms,refund_rule,type_airbnb,wifi,essentials,laptop_workspace,airconditioning,heating,TV,cable_TV,washing_machine,kitchen,hanger,paid_parking,free_parking,breakfast,shampoo,coffee_maker,tableware,oven,microwave,refrigerator,stove,luggage_store,long_stays_allowed,hair_dryer,first_aid_kit,LUXURY_ITEMS,FIRE_ITEMS,iron,hot_water,doorlock,greetings_from_host,extra_bedclothes,garden_or_backyard,guest_entrance,SECURITY_ITEMS,BABY_ITEMS,ethernet,balcony,dish_washer,pocket_wifi,plug_cover,river_lake_side
25619,서대문구,1,1,0,1,엄격,공동주택의 개인실,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
62980,중구,1,2,1,0,엄격,아파트의 개인실,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
50171,종로구,1,1,1,0,유연,아파트의 개인실,1,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50172,강서구,1,1,1,0,유연,아파트 전체,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,3,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
87611,중구,0,3,1,0,엄격,아파트 전체,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,3,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0
44833,중구,1,1,1,0,엄격,B&b의 개인실,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
97139,마포구,2,3,1,0,유연,아파트 전체,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,1,1,0,1,1,1,1,3,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0
48036,마포구,1,1,1,0,엄격,아파트 전체,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,3,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0
45902,중구,1,1,1,0,엄격,공동주택의 개인실,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
27755,성동구,1,1,1,0,엄격,호스텔의 개인실,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,1,1,1,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
71521,중구,1,1,1,0,엄격,B&b의 개인실,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
44833,종로구,1,1,1,0,일반,게스트용 별채의 다인실,1,1,0,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20282,관악구,1,1,1,0,유연,주택의 개인실,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0
61913,강남구,1,1,1,0,엄격,아파트 전체,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,1,3,0,1,1,0,1,0,0,2,0,0,0,0,1,0,0
64049,마포구,1,1,1,0,엄격,아파트 전체,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
59778,마포구,1,2,0,1,유연,주택의 개인실,1,1,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0
59778,용산구,1,1,1,0,일반,주택의 개인실,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,2,3,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0
28822,마포구,1,1,0,1,일반,아파트의 개인실,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56575,마포구,2,2,1,0,엄격,콘도(아파트) 전체,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
128212,종로구,1,2,1,0,엄격,주택의 개인실,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
57643,영등포구,0,1,1,0,엄격,아파트 전체,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
65115,중구,1,2,1,0,엄격,로프트 전체,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
74722,용산구,2,4,1,0,엄격,로프트 전체,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
59779,마포구,1,2,0,8,엄격,게스트용 별채의 개인실,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
14949,중구,1,2,1,0,일반,B&b의 다인실,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46969,강남구,1,1,0,1,엄격,아파트의 개인실,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
90817,영등포구,2,4,1,0,엄격,아파트 전체,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
64047,동작구,1,1,2,0,일반,아파트의 개인실,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
42698,용산구,1,1,1,0,일반,주택의 개인실,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,2,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0
74722,종로구,1,2,1,0,엄격,아파트 전체,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0
70454,종로구,1,3,1,0,엄격,B&b의 다인실,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73655,강남구,1,1,1,0,엄격,아파트 전체,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,1,3,1,1,1,0,1,1,0,0,0,1,0,0,1,0,0
81127,마포구,1,6,1,0,엄격,아파트 전체,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58710,은평구,3,3,2,0,엄격,아파트 전체,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
52307,강남구,1,1,1,0,엄격,게스트용 별채의 개인실,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100341,마포구,1,2,1,0,일반,주택의 개인실,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
19220,마포구,1,4,2,0,엄격,주택의 다인실,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80059,강남구,2,3,1,0,엄격,아파트 전체,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14949,중구,1,2,1,0,일반,B&b의 다인실,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24552,용산구,1,2,0,1,일반,B&b의 개인실,1,1,1,0,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,2,1,1,0,0,1,0,0,2,0,0,0,0,0,0,0
20282,용산구,0,1,0,1,엄격,아파트의 개인실,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0
27754,동대문구,1,1,1,0,엄격,아파트 전체,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
95004,용산구,1,1,1,0,엄격,콘도(아파트) 전체,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,1,1,1,1,0,1,2,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0
147443,동작구,3,7,2,0,일반,아파트 전체,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
29889,용산구,1,8,1,0,엄격,주택의 다인실,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32024,강남구,2,5,0,1,엄격,주택의 개인실,1,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
58712,용산구,1,2,0,1,일반,공동주택의 개인실,1,1,1,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
128212,용산구,3,4,1,0,일반,콘도(아파트) 전체,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0
24552,마포구,1,2,2,0,일반,게스트용 별채의 다인실,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0
105678,중구,1,1,1,0,일반,호텔의 객실,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53373,용산구,1,1,1,0,엄격,주택의 개인실,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
64049,용산구,1,1,1,0,엄격,주택의 개인실,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24552,마포구,1,16,8,0,엄격,B&b의 다인실,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57643,강남구,1,1,1,0,일반,아파트 전체,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0
23484,서대문구,1,1,0,1,일반,아파트의 개인실,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,2,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0
66182,마포구,1,4,1,0,엄격,게스트용 별채 전체,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
24552,강남구,1,4,1,0,일반,아파트의 다인실,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119664,용산구,3,7,2,0,유연,아파트 전체,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
18153,중구,1,4,1,0,엄격,B&b의 다인실,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19220,마포구,1,4,2,0,엄격,주택의 다인실,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71520,종로구,1,4,1,0,엄격,로프트 전체,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1
18153,마포구,1,1,1,0,엄격,게스트용 별채의 다인실,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
11746,종로구,1,6,1,0,엄격,B&b의 다인실,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134622,종로구,1,2,1,0,엄격,게스트용 별채의 개인실,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
74722,용산구,1,1,1,0,일반,B&b의 개인실,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18153,마포구,1,1,0,2,엄격,아파트의 개인실,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0
83262,마포구,1,2,1,0,일반,아파트 전체,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,3,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
40563,마포구,1,2,1,0,일반,게스트용 별채의 개인실,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20282,강남구,1,3,0,0,유연,공동주택의 다인실,1,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
38428,종로구,1,1,0,1,엄격,공동주택의 개인실,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,3,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0
21356,마포구,1,1,0,1,엄격,아파트의 개인실,1,1,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
66182,강남구,0,1,1,0,일반,아파트 전체,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
70454,마포구,1,1,0,3,엄격,아파트의 개인실,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,2,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0
89748,서초구,1,1,1,0,엄격,아파트의 개인실,1,1,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37362,서초구,1,2,0,1,유연,아파트의 개인실,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,3,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
44833,용산구,1,1,0,1,일반,아파트의 개인실,1,1,1,0,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
80059,중구,0,2,1,0,엄격,아파트 전체,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
94022,마포구,2,3,1,0,엄격,아파트 전체,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,0,0,2,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0
24552,서대문구,1,1,0,1,일반,아파트의 개인실,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
76662,종로구,1,1,0,1,엄격,주택의 개인실,1,1,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
62980,중구,1,1,1,0,엄격,아파트 전체,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,1,1,1,1,0,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
14949,중구,1,6,0,0,엄격,아파트의 다인실,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
74722,용산구,1,1,1,0,일반,아파트의 개인실,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75789,마포구,1,1,1,0,엄격,아파트 전체,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
56575,서대문구,1,2,1,0,엄격,호스텔의 개인실,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
95090,중구,0,3,1,0,엄격,아파트 전체,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,3,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
95090,마포구,2,2,2,0,엄격,아파트의 개인실,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
106843,중구,2,6,1,0,엄격,아파트 전체,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,2,0,0,0,0,0,0
75789,마포구,1,2,1,0,엄격,주택의 개인실,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1,0,3,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0
73655,강남구,1,2,1,0,엄격,아파트 전체,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,0,1,3,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0
120733,마포구,1,3,1,0,일반,B&b의 개인실,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44833,영등포구,1,1,1,0,엄격,아파트 전체,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,2,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
85397,강남구,1,1,1,0,엄격,아파트 전체,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,3,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
16017,중구,1,6,1,0,엄격,게스트용 별채의 다인실,1,1,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67250,송파구,1,1,1,0,일반,아파트 전체,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
44833,용산구,1,1,0,1,일반,주택의 개인실,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50171,성북구,1,1,1,0,일반,B&b의 개인실,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38428,마포구,1,2,1,0,유연,게스트용 별채의 개인실,1,1,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
80059,중구,1,4,1,0,일반,호스텔의 개인실,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
52305,용산구,1,2,0,1,일반,아파트의 개인실,1,1,0,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
19220,마포구,1,2,1,0,엄격,타운하우스의 다인실,1,0,1,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66182,송파구,1,1,1,0,일반,아파트 전체,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,0,1,1,1,0,1,1,0,0,3,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1
20282,마포구,1,4,8,0,엄격,호스텔의 다인실,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
58712,중구,1,1,1,0,엄격,아파트 전체,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,1,1,1,1,0,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
64047,마포구,1,1,1,0,엄격,아파트 전체,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
42698,종로구,1,1,1,0,엄격,B&b의 개인실,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160264,용산구,2,2,1,0,일반,아파트 전체,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
13877,동작구,1,1,0,1,엄격,주택의 개인실,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
61913,종로구,1,3,1,0,유연,아파트 전체,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,1,0,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
64047,강남구,1,1,1,0,유연,아파트 전체,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0
39496,용산구,1,1,1,0,일반,주택의 개인실,1,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
37361,마포구,1,1,0,12,일반,B&b의 개인실,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
80059,마포구,1,1,1,0,일반,아파트의 개인실,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
61914,중구,1,2,1,0,일반,아파트의 개인실,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
39496,용산구,1,2,0,0,엄격,주택의 개인실,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,3,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0
35226,성동구,1,1,1,0,유연,호스텔의 개인실,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,1,1,1,0,3,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
35226,종로구,1,1,1,0,일반,호스텔의 개인실,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
36294,관악구,1,1,1,0,엄격,아파트 전체,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
101501,마포구,1,3,1,0,일반,로프트 전체,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,2,1,1,1,0,1,0,0,2,0,0,0,0,1,0,0
83262,종로구,1,2,1,0,일반,아파트 전체,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0,1,3,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
44834,강서구,1,1,1,0,일반,아파트 전체,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
11746,종로구,1,6,0,0,엄격,B&b의 다인실,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71520,용산구,0,4,1,0,엄격,아파트 전체,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55508,용산구,0,2,1,0,유연,로프트 전체,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
35227,마포구,1,2,0,1,엄격,아파트의 개인실,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,3,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
